PERSON_1 is mixing a solution for Chemistry class . She has a NUMBER_0 % copper solution and a NUMBER_1 % copper solution . How many milliliters of the NUMBER_0 % solution and NUMBER_1 % solution should she mix to make NUMBER_2 milliliters of a NUMBER_3 % solution ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
University Theater sold NUMBER_0 tickets for a play . Tickets cost NUMBER_1 dollars per adult and NUMBER_2 dollars per senior citizen . If total receipts were NUMBER_3 dollars , how many senior citizen tickets were sold ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
Soft drinks are on sale at the grocery store for NUMBER_0 dollars for a NUMBER_1 pack . How much would each can of soft drink cost if purchased individually , in dollars ?	(-a/b)+m = 0
You are selling tickets for a high school play . Student tickets cost NUMBER_0 dollars and general admission tickets cost NUMBER_1 dollars . You sell NUMBER_2 tickets and collect NUMBER_3 dollars . How many student tickets and general admission tickets did you sell ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
Your teacher is giving you a test worth NUMBER_0 points containing NUMBER_1 questions . There are 2-point and 4-point questions on the test . How many questions are worth NUMBER_2 points ? How many questions are worth NUMBER_3 points ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
Freeport McMoran projects that in 2010 the world grain supply will be NUMBER_0 metric tons and the supply will be only NUMBER_1 of the world grain demand . What will the world grain demand be in 2010 ?	(a*m)+-b = 0
Find the two numbers whose sum is NUMBER_0 and such that one is NUMBER_1 times as large as the other .	-a+m+n = 0, (-b*m)+n = 0
Tickets for a play at the community theater cost NUMBER_0 dollars for an adult and NUMBER_1 dollars for a child . If NUMBER_2 tickets were sold and the total receipts were NUMBER_3 dollars , how many adult tickets and child tickets were sold ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
PERSON_1 has a dress shop . She has space for NUMBER_0 dresses . She sells only red and blue dresses . After reading several fashion magazines she decides to stock her shelves with NUMBER_1 more blue dresses than red dresses . How many blue dresses and red dresses should she stock ?	-a+-m+n = 0, -b+m+n = 0
The second of two numbers is NUMBER_0 more than the first . The sum is NUMBER_1 . Find the first and second numbers .	-a+-m+n = 0, -b+m+n = 0
A bricklayer and an electrician together spend NUMBER_0 hours working on a new house . If the bricklayer earns NUMBER_1 dollars per hour , the electrician earns NUMBER_2 dollars an hour , and the owner pays them a total of NUMBER_3 dollars for their work , how many hours does the bricklayer work ? How many hours does the electrician work ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
NUMBER_0 is divided into two parts such that NUMBER_1 times the first part added to NUMBER_2 times the second part makes NUMBER_3 . Find each part .	(a*m)+(b*n)+-c = 0, -d+m+n = 0
The 6th graders from an elementary school are going to celebrate the end of the year by going to the local pizza parlor . There are NUMBER_0 in the whole group and there are twice as many children as adults in the group . How many children are there ?	-a+m+n = 0, (-b*m)+n = 0
A mixture of water and antifreeze in a car is NUMBER_0 % antifreeze . In colder climates this mixture should contain NUMBER_1 % antifreeze . If the radiator contains NUMBER_2 gallons of fluid , how many gallons of radiator fluid should be drained and replaced with a mixture containing NUMBER_3 % antifreeze ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
The sum of two numbers is NUMBER_0 . The second is NUMBER_1 more than NUMBER_2 times the first . What is the first number and what is the second one ?	-a+(-b*m)+n = 0, -c+m+n = 0
A customer walks into an electronics store and buys NUMBER_0 MP3 players and NUMBER_1 sets of headphones , paying NUMBER_2 dollars . A 2nd customer buys NUMBER_3 MP3 players and NUMBER_4 sets of headphones , and pays NUMBER_5 dollars . How much does an MP3 player cost ? How much does a set of headphones cost ?	(a*m)+(b*n)+-c = 0, (d*m)+(e*n)+-f = 0
According to Dr. PERSON_1 PERSON_1 PERSON_1 of the University of Minnesota School of Public Health , your maximum ideal waist size is directly proportional to your hip size . For a woman with NUMBER_0 inch hips , the maximum ideal waist size is NUMBER_1 inches . What is the maximum waist size for a woman with NUMBER_2 inch hips ?	(a*m)+-b = 0, (-c*m)+n = 0
PERSON_1 made an extra NUMBER_0 dollars last year from a part-time job . He invested part of the money at NUMBER_1 % and the rest at NUMBER_2 % . He made a total of NUMBER_3 dollars in interest . How much was invested at NUMBER_2 % ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
Hockey teams receive NUMBER_0 points for a win and NUMBER_1 point for a tie . The wild cats once won a championship with NUMBER_2 points . They won NUMBER_3 more games than they tied . How many wins and how many ties did the Wildcats have ?	(a*m)+(b*n)+-c = 0, -d+-m+n = 0
Tickets to a movie were sold at NUMBER_0 dollars per adult and NUMBER_1 dollars per student . If NUMBER_2 tickets were sold for a total of NUMBER_3 dollars , how many student tickets were sold ? How many adult tickets were sold ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
If NUMBER_0 apples and NUMBER_1 oranges equals NUMBER_2 dollars and NUMBER_1 apples and NUMBER_3 orange equals NUMBER_4 dollars , how much does each apple and each orange cost ?	(a*m)+(b*n)+-c = 0, (d*n)+(b*m)+-e = 0
A hotel purchased NUMBER_0 bath towels and NUMBER_1 washcloths for a total cost of NUMBER_2 dollars . A second purchase of NUMBER_3 bath towels and NUMBER_4 washcloths , at the same prices , cost NUMBER_5 dollars . Find the individual prices of the bath towels and washcloths .	(a*m)+(b*n)+-c = 0, (d*m)+(e*n)+-f = 0
At its Grand Opening , the Guthrie Market distributed two different types of souvenirs . One type cost NUMBER_0 cents each , and the other type cost NUMBER_1 cents each . NUMBER_2 NUMBER_2 souvenirs were distributed in all . If the cost of these souvenirs was NUMBER_3 dollars . How many of NUMBER_0 cents and NUMBER_1 cents souveniers were distributed ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
PERSON_1 and PERSON_2 both leave a shopping center at the same time going in opposite directions . PERSON_3 is on his bike and travels NUMBER_0 miles per hour faster than PERSON_6 who is on his skateboard . After NUMBER_1 hours they are NUMBER_2 miles apart . How fast does PERSON_9 travel ?	(a*m)+(a*n)+-b = 0, -c+-m+n = 0
A car rents for NUMBER_0 dollars per day plus NUMBER_1 cents per mile . You are on a budget of NUMBER_2 dollars . What mileage would allow you to stay within your budget ?	a+-b+(-c*0.01*m) = 0
In a family there are two cars . In a given week , the first car gets an average of NUMBER_0 miles per gallon , and the second car gets NUMBER_1 miles per gallon . The two cars combined drives a total of NUMBER_2 miles in that one week , for a total gas consumption of NUMBER_3 gallons . How many gallons were consumed by the NUMBER_0 mile per gallon car and how many gallons were consumed by the NUMBER_1 mile per gallon car that week ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
A small publishing company is planning to publish a new book . The production costs will include one-time fixed costs and variable costs . The one-time fixed costs will amount to NUMBER_0 dollars . The variable costs will be NUMBER_1 dollars per book . The publisher will sell the finished product to bookstores at a price of NUMBER_2 dollars per book . How many books must the publisher print and sell so that the production costs will equal the money obtained from sales ?	(a*m)+-b+(-c*m) = 0
Find two numbers whose sum is NUMBER_0 and one is NUMBER_1 greather than NUMBER_2 of the other .	-a+(-b*m)+n = 0, -c+m+n = 0
The sum of NUMBER_0 numbers is NUMBER_1 . NUMBER_2 times one of them is more than NUMBER_3 times the NUMBER_0 by NUMBER_0 . Find the smaller number . Find the larger number .	(a*m)+-b+(-c*n) = 0, -d+m+n = 0
NUMBER_0 of a number is NUMBER_1 more than NUMBER_2 of the number . Find the number .	(a*m)+-b+(-c*m) = 0
You have NUMBER_0 dollars and save NUMBER_1 dollars per week . Your friend has NUMBER_2 dollars and saves NUMBER_3 dollars per week . After how many weeks will each of you have saved the same amount of money ?	a+(b*m)+-c+(-d*m) = 0
Amber has NUMBER_0 coins in nickels and dimes . In all she has NUMBER_1 dollars . How many nickels and dimes does she have ?	(0.05*m)+(0.1*n)+-a = 0, -b+m+n = 0
An embossing shop etches metal with acid solutions . The owner is discussing a certain job with the job supervisor , and they decide to use NUMBER_0 ounces of a NUMBER_1 % solution . Upon checking the acid solution supplies , the supervisor has found some NUMBER_2 % acid solution and some NUMBER_3 % acid solution , but there is no NUMBER_1 % acid solution . The owner explains to the supervisor how the two existing solutions can be mixed to obtain a NUMBER_1 % acid solution . How much of each solution is needed ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
A total of NUMBER_0 dollars was invested in two bond mutual funds , a junk bond fund and a government bond fund . The junk fund is risky and yields NUMBER_1 % interest . The safer government bond fund yields only NUMBER_2 % . The year 's total income from the two investments was NUMBER_3 dollars . How much was invested in each fund ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
How many liters of a NUMBER_0 % acid solution must be mixed with a NUMBER_1 % acid solution to get NUMBER_2 liters of a NUMBER_3 % solution ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
A manufacturer produces two models of the same toy , Model A and Model B. Model A takes NUMBER_0 hours to produce and costs NUMBER_1 dollars each . Model B takes NUMBER_2 hours to produce and costs NUMBER_3 dollars each . If the manufacturer allots a total of NUMBER_4 hours and NUMBER_5 dollars for production each week , how many of each model will be produced ?	(a*m)+(b*n)+-c = 0, (d*m)+(e*n)+-f = 0
About NUMBER_0 million households had one brand of personal computers in 2001 . The use of these computers grew at an average rate of NUMBER_1 million households a year . In 2001 , about NUMBER_2 millions households used another type of computer . The use of these computers grew at an average rate of NUMBER_3 million households a year . How long will it take for the two types of computers to be in the same number of households ?	a+(b*m)+-c+(-d*m) = 0
The difference of NUMBER_0 times a number and NUMBER_1 is NUMBER_2 . Find the number .	(a*m)+-b+-c = 0
It takes a boat NUMBER_0 hours to travel NUMBER_1 miles down a river and NUMBER_2 hours to return upstream to its starting point . What is the rate of the current in the river ?	(a*(-m+n))+-b = 0, (c*(m+n))+-b = 0
PERSON_1 bought NUMBER_0 CDs . Some cost NUMBER_1 ea . and the rest cost NUMBER_2 each . How many CDs were bought at each price if he spent NUMBER_3 dollars ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
A garden table and a bench cost NUMBER_0 dollars combined . The price of the garden table is NUMBER_1 times the price of the bench . What is the cost of the bench , in dollars ?	-a+m+n = 0, (-b*m)+n = 0
One canned juice drink is NUMBER_0 % orange juice ; another is NUMBER_1 % orange juice . How many liters of each should be mixed together in order to get NUMBER_2 liters that is NUMBER_3 % orange juice ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
Snookers Lumber can convert logs into either lumber or plywood . In a given day , the mill turns out NUMBER_0 times as many units of plywood as lumber . It makes a profit of NUMBER_1 dollars on a unit of lumber and NUMBER_2 dollars on a unit of plywood . Snookers lumber must produce and sell ___ units of lumber and ___ units of plywood to make a profit of NUMBER_3 dollars ?	(a*m)+(b*n)+-c = 0, (-d*m)+n = 0
A freight train and an express train leave towns NUMBER_0 kilometers apart , traveling toward one another . The freight train travels NUMBER_1 kilometers per hour slower than the express train . They pass one another NUMBER_2 hours later . How fast is the freight train , in miles per hour ? How fast is the express train ?	(a*m)+(a*n)+-b = 0, -c+-m+n = 0
An investor will invest a total of NUMBER_0 dollars in 2 accounts , one paying NUMBER_1 % annual simple interest and the other NUMBER_2 % . If he wants to earn NUMBER_3 dollars annual interest , how much should he invest at NUMBER_1 % ? How much at NUMBER_2 % ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
PERSON_1 asked a bank teller to cash a NUMBER_0 dollars check using 20-dollar bills and 50-dollar bills . If the teller gave her a total of NUMBER_1 bills , how many 20-dollar bills did she get ? How many 50-dollar bills ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
Wal-Mart sells thermometers for NUMBER_0 dollars and hot-water bottles for NUMBER_1 dollars . In December , Wal-Mart 's total sales for these NUMBER_0 items was NUMBER_2 dollars . Customers bought NUMBER_3 times as many thermometers as hot-water bottles . How many thermometers did Wal-Mart sell ? How many hot-water bottles ?	(a*m)+(b*n)+-c = 0, (-d*m)+n = 0
PERSON_1 and PERSON_2 fly from Philly to Chicago , it takes NUMBER_0 hours to go West and NUMBER_1 hours to fly East . The trip is NUMBER_2 miles one way . If the wind speed is the same on each trip , find the speed of the wind and find the speed of the plane in the still air , in miles per hour .	(a*(-m+n))+-b = 0, (c*(m+n))+-b = 0
A high school sold gift wrap . The gift wrap in solid colors sold for NUMBER_0 dollars per roll and the print gift wrap sold for NUMBER_1 dollars per roll . The total number of rolls sold was NUMBER_2 rolls , and the total amount of money collected was NUMBER_3 dollars . How many solid rolls were sold ? How many print rolls were sold ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
Tickets for adults are NUMBER_0 dollars and tickets for children are NUMBER_1 dollars . How many adult tickets and children 's tickets were purchased if NUMBER_2 tickets were bought for NUMBER_3 dollars ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
PERSON_1 has NUMBER_0 nickels and dimes worth NUMBER_1 dollars . How many nickels does he have ?	(0.05*m)+(0.1*n)+-a = 0, -b+m+n = 0
To make NUMBER_0 kilograms of aluminum alloy with NUMBER_1 % aluminum , a scientist wants to use 2 metals with NUMBER_2 % and NUMBER_3 % aluminum content respectively . How many kilograms of NUMBER_2 % aluminum and how many kilograms of NUMBER_3 % aluminum should she mix ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
The sum of 2 numbers is NUMBER_0 . If NUMBER_1 times the smaller number is subtracted from the larger number , the result is NUMBER_2 . Find the two numbers .	-a+(-b*m)+n = 0, -c+m+n = 0
Two rainstorms occurred in one week in a certain area . In the first storm NUMBER_0 milliliters of rain fell per hour , and in the second storm NUMBER_1 milliliters of rain fell per hour . Rain fell that week for a total of NUMBER_2 hours , for a total rainfall of NUMBER_3 milliliters . How many hours was the first storm and the second storm .	(a*m)+(b*n)+-c = 0, -d+m+n = 0
In a family there are two cars . The sum of the average miles per gallon obtained by the two cars in a particular week is NUMBER_0 miles per gallon . The first car has consumed NUMBER_1 gallons during that week , and the second has consumed NUMBER_2 gallons , for a total of NUMBER_3 miles driven by the two cars combined . What was the average gas mileage obtained by the first car that week ? What was the average gas mileage obtained by the second car that week ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
During a sale an automobile dealer sold NUMBER_0 cars and trucks . If she sold NUMBER_1 more cars than trucks how many trucks did she sell ?	-a+-m+n = 0, -b+m+n = 0
Find 2 numbers whose sum is NUMBER_0 and whose difference is NUMBER_1 . What is the smaller number ? What is the larger number ?	-a+-m+n = 0, -b+m+n = 0
A washer and a dryer cost NUMBER_0 dollars combined . The price of the washer is NUMBER_1 times the price of the dryer . What is the cost of the dryer ?	-a+m+n = 0, (-b*m)+n = 0
There are 2 numbers whose sum is NUMBER_0 , such that one is NUMBER_1 times as large as the other . What is the smaller number ? What is the larger number ?	-a+m+n = 0, (-b*m)+n = 0
A garden table and a bench cost NUMBER_0 combined . The price of the garden table is NUMBER_1 times the price of the bench . What is the cost of the bench ?	-a+m+n = 0, (-b*m)+n = 0
The difference between two numbers is NUMBER_0 . Their sum is NUMBER_1 . Find the numbers . What is the larger number ? What is the smaller number ?	-a+-m+n = 0, -b+m+n = 0
The Johnson Farm has NUMBER_0 acres of land allotted for cultivating corn and wheat . The cost of cultivating corn and wheat is NUMBER_1 dollars for corn and NUMBER_2 dollars for wheat . Mr.Johnson has NUMBER_3 dollars available for cultivating these crops . If he used all the land and entire budget , how many acres of corn and how many acres of wheat should he plant ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
A plane flies NUMBER_0 miles with a tail wind in NUMBER_1 hours . The same plane takes NUMBER_2 hours to make the return trip against the wind . What is the speed of the plane in still air ?	(a*(-m+n))+-b = 0, (c*(m+n))+-b = 0
Student Council wants to rent a banquet hall for the prom . PERSON_2 's charges NUMBER_0 dollars to rent the room and NUMBER_1 dollars for each meal . PERSON_5 PERSON_5 charges NUMBER_2 dollars to rent the room and NUMBER_3 dollars for each meal . How many guests must attend the prom for the costs of the two halls to be the same ?	a+(b*m)+-c+(-d*m) = 0
Colored copies cost NUMBER_0 cents per copy and white copies cost NUMBER_1 cents per copy . PERSON_3 made NUMBER_2 copies , some of which were colored and the rest white . Her total bill was NUMBER_3 dollars . How many colored copies and white copies did she make ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
NUMBER_0 pencils and NUMBER_1 pens cost a total of NUMBER_2 dollars . NUMBER_3 pencils and NUMBER_0 pens cost NUMBER_4 dollars . Find the cost of a pencil and a pen in dollars .	(a*m)+(b*n)+-c = 0, (d*n)+(b*m)+-e = 0
A garage owner wants to fill a NUMBER_0 gallon drum with a NUMBER_1 percent winter mixture of antifreeze for his customers . How many gallons of NUMBER_2 percent antifreeze should he mix with some NUMBER_3 percent antifreeze mixture in order to fill the drum ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
The attendance at a school concert was NUMBER_0 people . Admission cost NUMBER_1 dollars for adults and NUMBER_2 dollars for children . The receipts were NUMBER_3 dollars . How many adults and how many children attended the concert ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
The US Senate had a total of NUMBER_0 Democrats and Republicans . There were NUMBER_1 more Republicans than Democrats . How many Democrats and Republicans were there in the Senate ?	-a+-m+n = 0, -b+m+n = 0
A car rented for NUMBER_0 dollars per day plus NUMBER_1 dollars per mile . PERSON_4 paid NUMBER_2 dollars for a 1-day rental . How far did she drive , in miles ?	a+-b+(-c*m) = 0
A chemist has one solution that is NUMBER_0 % acid and a second that is NUMBER_1 % acid . How many liters of each should be mixed together to get NUMBER_2 liters that is NUMBER_3 % acid ?	(a*0.01*m)+(b*0.01*n)+(-c*d*0.01) = 0, -d+m+n = 0
PERSON_1 invested her NUMBER_0 dollars bonus and received a total of NUMBER_1 dollars in interest after one year . If part of the money returned NUMBER_2 % and the remainder NUMBER_3 % then how much did she invest at each rate ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
A teacher gives out a test of NUMBER_0 problems . Each computation problem is worth NUMBER_1 points . Each word problem is worth NUMBER_2 points . The total points you can receive on the test is NUMBER_3 points . How many computation problems are there ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
A store is selling compact discs for NUMBER_0 dollars and NUMBER_1 dollars . You buy NUMBER_2 discs and spend a total of NUMBER_3 dollars . How many compact discs did you buy that cost NUMBER_0 dollars ? How many did you buy that cost NUMBER_1 dollars ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
A person wishes to invest NUMBER_0 dollars , part at NUMBER_1 % and part at NUMBER_2 % . If the total interest desired at the end of the year is NUMBER_3 dollars , how much should be invested at each rate ?	(a*0.01*m)+(b*0.01*n)+-c = 0, -d+m+n = 0
PERSON_1 bought NUMBER_0 hamburgers and NUMBER_1 servings of french fries at PERSON_4 's Drive Up for NUMBER_2 dollars . If a serving of fries costs NUMBER_3 cents more then a hamburger , what is the cost of a hamburger and what is the cost of a serving of french fries ?	(a*m)+(b*n)+-c = 0, -d+-m+n = 0
A writing workshop enrolls novelists and poets in a ratio of NUMBER_0 to NUMBER_1 . There are NUMBER_2 people at the workshop . How many novelists are there ? How many poets are there ?	(a*m)+(-b*n) = 0, -c+m+n = 0
PERSON_1 purchased a prepaid phone card for NUMBER_0 dollars . Long distance calls cost NUMBER_1 cents a minute using this card . PERSON_5 used her card only once to make a long distance call . If the remaining credit on her card is NUMBER_2 dollars , how many minutes did her call last ?	a+-b+(-c*0.01*m) = 0
A math test is worth NUMBER_0 points and has NUMBER_1 problems . Each problem is worth either NUMBER_2 points or NUMBER_3 points . How many NUMBER_3 point problems are there ?	(a*m)+(b*n)+-c = 0, -d+m+n = 0
